sample_id,npy_idx,cation,anion,refrigerant,T_K,P_MPa,x1,pair,split_composite,split_star
[emim]__[OTf]__R32__273.21__0.101,217,[emim],[OTf],R32,273.21,0.101,0.123,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.14__0.195,218,[emim],[OTf],R32,273.14,0.195,0.204,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.15__0.297,219,[emim],[OTf],R32,273.15,0.297,0.285,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.16__0.399,220,[emim],[OTf],R32,273.16,0.399,0.369,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.16__0.494,221,[emim],[OTf],R32,273.16,0.494,0.446,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.19__0.59,222,[emim],[OTf],R32,273.19,0.59,0.531,EMIM__OTF,test,train
[emim]__[OTf]__R32__273.16__0.692,223,[emim],[OTf],R32,273.16,0.692,0.63,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.16__0.102,224,[emim],[OTf],R32,298.16,0.102,0.061,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.14__0.204,225,[emim],[OTf],R32,298.14,0.204,0.116,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.14__0.305,226,[emim],[OTf],R32,298.14,0.305,0.174,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.397,227,[emim],[OTf],R32,298.15,0.397,0.224,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.12__0.505,228,[emim],[OTf],R32,298.12,0.505,0.274,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.16__0.603,229,[emim],[OTf],R32,298.16,0.603,0.321,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.698,230,[emim],[OTf],R32,298.15,0.698,0.363,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.16__0.799,231,[emim],[OTf],R32,298.16,0.799,0.407,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.11__0.857,232,[emim],[OTf],R32,298.11,0.857,0.432,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.13__0.097,233,[emim],[OTf],R32,323.13,0.097,0.039,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.2__0.195,234,[emim],[OTf],R32,323.2,0.195,0.073,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.2__0.303,235,[emim],[OTf],R32,323.2,0.303,0.109,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.16__0.399,236,[emim],[OTf],R32,323.16,0.399,0.135,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.14__0.501,237,[emim],[OTf],R32,323.14,0.501,0.171,EMIM__OTF,test,train
[emim]__[OTf]__R32__323.17__0.598,238,[emim],[OTf],R32,323.17,0.598,0.197,EMIM__OTF,test,train
[emim]__[OTf]__R32__348.14__0.107,239,[emim],[OTf],R32,348.14,0.107,0.029,EMIM__OTF,test,train
[emim]__[OTf]__R32__348.16__0.209,240,[emim],[OTf],R32,348.16,0.209,0.052,EMIM__OTF,test,train
[emim]__[OTf]__R32__348.16__0.311,241,[emim],[OTf],R32,348.16,0.311,0.075,EMIM__OTF,test,train
[emim]__[OTf]__R32__348.15__0.408,242,[emim],[OTf],R32,348.15,0.408,0.096,EMIM__OTF,test,train
[emim]__[OTf]__R32__348.15__0.51,243,[emim],[OTf],R32,348.15,0.51,0.114,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.0402,244,[emim],[OTf],R32,303.15,0.0402,0.0229,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.0902,245,[emim],[OTf],R32,303.15,0.0902,0.0526,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.1536,246,[emim],[OTf],R32,303.15,0.1536,0.0889,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.2307,247,[emim],[OTf],R32,303.15,0.2307,0.1309,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.3117,248,[emim],[OTf],R32,303.15,0.3117,0.1723,EMIM__OTF,test,val
[emim]__[OTf]__R32__303.15__0.3908,249,[emim],[OTf],R32,303.15,0.3908,0.2136,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.444,250,[emim],[OTf],R32,303.15,0.444,0.238,EMIM__OTF,test,train
[emim]__[OTf]__R32__303.15__0.5093,251,[emim],[OTf],R32,303.15,0.5093,0.2689,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.0492,252,[emim],[OTf],R32,298.15,0.0492,0.0296,EMIM__OTF,test,val
[emim]__[OTf]__R32__298.15__0.0561,253,[emim],[OTf],R32,298.15,0.0561,0.0336,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.1729,254,[emim],[OTf],R32,298.15,0.1729,0.1007,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.2522,255,[emim],[OTf],R32,298.15,0.2522,0.1481,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.3015,256,[emim],[OTf],R32,298.15,0.3015,0.1679,EMIM__OTF,test,train
[emim]__[OTf]__R32__298.15__0.4404,257,[emim],[OTf],R32,298.15,0.4404,0.2469,EMIM__OTF,test,val
[emim]__[OTf]__R152a__273.22__0.04,258,[emim],[OTf],R152a,273.22,0.04,0.049,EMIM__OTF,test,train
[emim]__[OTf]__R152a__273.24__0.074,259,[emim],[OTf],R152a,273.24,0.074,0.108,EMIM__OTF,test,train
[emim]__[OTf]__R152a__273.25__0.157,260,[emim],[OTf],R152a,273.25,0.157,0.269,EMIM__OTF,test,train
[emim]__[OTf]__R152a__273.16__0.198,261,[emim],[OTf],R152a,273.16,0.198,0.376,EMIM__OTF,test,train
[emim]__[OTf]__R152a__298.15__0.096,262,[emim],[OTf],R152a,298.15,0.096,0.066,EMIM__OTF,test,train
[emim]__[OTf]__R152a__298.15__0.173,263,[emim],[OTf],R152a,298.15,0.173,0.135,EMIM__OTF,test,train
[emim]__[OTf]__R152a__298.15__0.279,264,[emim],[OTf],R152a,298.15,0.279,0.255,EMIM__OTF,test,train
[emim]__[OTf]__R152a__298.14__0.386,265,[emim],[OTf],R152a,298.14,0.386,0.369,EMIM__OTF,test,train
[emim]__[OTf]__R152a__298.15__0.454,266,[emim],[OTf],R152a,298.15,0.454,0.452,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.14__0.116,267,[emim],[OTf],R152a,323.14,0.116,0.061,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.13__0.24,268,[emim],[OTf],R152a,323.13,0.24,0.143,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.15__0.314,269,[emim],[OTf],R152a,323.15,0.314,0.194,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.14__0.368,270,[emim],[OTf],R152a,323.14,0.368,0.226,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.16__0.447,271,[emim],[OTf],R152a,323.16,0.447,0.282,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.2__0.528,272,[emim],[OTf],R152a,323.2,0.528,0.332,EMIM__OTF,test,train
[emim]__[OTf]__R152a__323.14__0.756,273,[emim],[OTf],R152a,323.14,0.756,0.473,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.15__0.111,274,[emim],[OTf],R152a,348.15,0.111,0.048,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.14__0.204,275,[emim],[OTf],R152a,348.14,0.204,0.088,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.17__0.308,276,[emim],[OTf],R152a,348.17,0.308,0.14,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.17__0.423,277,[emim],[OTf],R152a,348.17,0.423,0.202,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.16__0.519,278,[emim],[OTf],R152a,348.16,0.519,0.259,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.16__0.645,279,[emim],[OTf],R152a,348.16,0.645,0.325,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.16__0.741,280,[emim],[OTf],R152a,348.16,0.741,0.371,EMIM__OTF,test,train
[emim]__[OTf]__R152a__348.16__0.848,281,[emim],[OTf],R152a,348.16,0.848,0.429,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.046,282,[emim],[OTf],R134a,303.15,0.046,0.0369,EMIM__OTF,test,val
[emim]__[OTf]__R134a__303.15__0.0852,283,[emim],[OTf],R134a,303.15,0.0852,0.0566,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.1498,284,[emim],[OTf],R134a,303.15,0.1498,0.1067,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.2079,285,[emim],[OTf],R134a,303.15,0.2079,0.1408,EMIM__OTF,test,val
[emim]__[OTf]__R134a__303.15__0.2548,286,[emim],[OTf],R134a,303.15,0.2548,0.1792,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.3089,287,[emim],[OTf],R134a,303.15,0.3089,0.2102,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.3468,288,[emim],[OTf],R134a,303.15,0.3468,0.2427,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.404,289,[emim],[OTf],R134a,303.15,0.404,0.278,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.4493,290,[emim],[OTf],R134a,303.15,0.4493,0.3167,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.4994,291,[emim],[OTf],R134a,303.15,0.4994,0.3518,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.0308,292,[emim],[OTf],R134a,283.15,0.0308,0.0381,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.0902,293,[emim],[OTf],R134a,283.15,0.0902,0.1151,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.1639,294,[emim],[OTf],R134a,283.15,0.1639,0.2133,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.2149,295,[emim],[OTf],R134a,283.15,0.2149,0.2842,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.2522,296,[emim],[OTf],R134a,283.15,0.2522,0.3392,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.2804,297,[emim],[OTf],R134a,283.15,0.2804,0.3833,EMIM__OTF,test,train
[emim]__[OTf]__R134a__283.15__0.3027,298,[emim],[OTf],R134a,283.15,0.3027,0.4208,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.0347,299,[emim],[OTf],R134a,293.15,0.0347,0.0298,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.1018,300,[emim],[OTf],R134a,293.15,0.1018,0.091,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.1921,301,[emim],[OTf],R134a,293.15,0.1921,0.1747,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.2557,302,[emim],[OTf],R134a,293.15,0.2557,0.2353,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.3029,303,[emim],[OTf],R134a,293.15,0.3029,0.2818,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.3369,304,[emim],[OTf],R134a,293.15,0.3369,0.3176,EMIM__OTF,test,train
[emim]__[OTf]__R134a__293.15__0.3653,305,[emim],[OTf],R134a,293.15,0.3653,0.3483,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.0396,306,[emim],[OTf],R134a,303.15,0.0396,0.0256,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.1109,307,[emim],[OTf],R134a,303.15,0.1109,0.072,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.2178,308,[emim],[OTf],R134a,303.15,0.2178,0.1403,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.2922,309,[emim],[OTf],R134a,303.15,0.2922,0.1891,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.3457,310,[emim],[OTf],R134a,303.15,0.3457,0.2254,EMIM__OTF,test,train
[emim]__[OTf]__R134a__303.15__0.3828,311,[emim],[OTf],R134a,303.15,0.3828,0.2513,EMIM__OTF,test,train
[emim]__[OTf]__R134a__313.15__0.0422,312,[emim],[OTf],R134a,313.15,0.0422,0.0193,EMIM__OTF,test,train
[emim]__[OTf]__R134a__313.15__0.1247,313,[emim],[OTf],R134a,313.15,0.1247,0.0574,EMIM__OTF,test,val
[emim]__[OTf]__R134a__313.15__0.2396,314,[emim],[OTf],R134a,313.15,0.2396,0.1096,EMIM__OTF,test,train
[emim]__[OTf]__R134a__313.15__0.3137,315,[emim],[OTf],R134a,313.15,0.3137,0.144,EMIM__OTF,test,train
[emim]__[OTf]__R134a__313.15__0.3674,316,[emim],[OTf],R134a,313.15,0.3674,0.1691,EMIM__OTF,test,train
[emim]__[OTf]__R134a__313.15__0.4049,317,[emim],[OTf],R134a,313.15,0.4049,0.1869,EMIM__OTF,test,train
[emim]__[OTf]__R134a__323.15__0.0513,318,[emim],[OTf],R134a,323.15,0.0513,0.0185,EMIM__OTF,test,train
[emim]__[OTf]__R134a__323.15__0.1392,319,[emim],[OTf],R134a,323.15,0.1392,0.05,EMIM__OTF,test,train
[emim]__[OTf]__R134a__323.15__0.2662,320,[emim],[OTf],R134a,323.15,0.2662,0.0942,EMIM__OTF,test,train
[emim]__[OTf]__R134a__323.15__0.3583,321,[emim],[OTf],R134a,323.15,0.3583,0.1257,EMIM__OTF,test,train
[emim]__[OTf]__R134a__323.15__0.4216,322,[emim],[OTf],R134a,323.15,0.4216,0.1475,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.0245,323,[emim],[OTf],R125,303.15,0.0245,0.0068,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.0792,324,[emim],[OTf],R125,303.15,0.0792,0.0211,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.1503,325,[emim],[OTf],R125,303.15,0.1503,0.0434,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.2262,326,[emim],[OTf],R125,303.15,0.2262,0.0639,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.3126,327,[emim],[OTf],R125,303.15,0.3126,0.0938,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.4432,328,[emim],[OTf],R125,303.15,0.4432,0.1371,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.5087,329,[emim],[OTf],R125,303.15,0.5087,0.1579,EMIM__OTF,test,train
[emim]__[OTf]__R125__303.15__0.6173,330,[emim],[OTf],R125,303.15,0.6173,0.1904,EMIM__OTF,test,train
[emim]__[PF6]__R23__332.9__0.04997,331,[emim],[PF6],R23,332.9,0.04997,0.003,EMIM__PF6,train,train
[emim]__[PF6]__R23__332.9__0.09973,332,[emim],[PF6],R23,332.9,0.09973,0.007,EMIM__PF6,train,train
[emim]__[PF6]__R23__332.9__0.40026,333,[emim],[PF6],R23,332.9,0.40026,0.03,EMIM__PF6,train,train
[emim]__[PF6]__R23__332.9__0.69974,334,[emim],[PF6],R23,332.9,0.69974,0.053,EMIM__PF6,train,train
[emim]__[PF6]__R23__332.9__1.00001,335,[emim],[PF6],R23,332.9,1.00001,0.076,EMIM__PF6,train,train
[emim]__[PF6]__R23__333__1.2992,336,[emim],[PF6],R23,333.0,1.2992,0.098,EMIM__PF6,val,train
[emim]__[PF6]__R23__332.9__1.50002,337,[emim],[PF6],R23,332.9,1.50002,0.113,EMIM__PF6,train,train
[emim]__[PF6]__R23__332.9__1.9999,338,[emim],[PF6],R23,332.9,1.9999,0.151,EMIM__PF6,train,train
[emim]__[PF6]__R23__348__0.00965,339,[emim],[PF6],R23,348.0,0.00965,0.001,EMIM__PF6,train,train
[emim]__[PF6]__R23__347.9__0.04982,340,[emim],[PF6],R23,347.9,0.04982,0.002,EMIM__PF6,train,train
[emim]__[PF6]__R23__347.9__0.09998,341,[emim],[PF6],R23,347.9,0.09998,0.006,EMIM__PF6,val,train
[emim]__[PF6]__R23__347.9__0.40035,342,[emim],[PF6],R23,347.9,0.40035,0.024,EMIM__PF6,train,val
[emim]__[PF6]__R23__347.9__0.69933,343,[emim],[PF6],R23,347.9,0.69933,0.04,EMIM__PF6,train,val
[emim]__[PF6]__R23__347.9__1.00041,344,[emim],[PF6],R23,347.9,1.00041,0.057,EMIM__PF6,train,train
[emim]__[PF6]__R23__348__1.29969,345,[emim],[PF6],R23,348.0,1.29969,0.074,EMIM__PF6,train,train
[emim]__[PF6]__R23__347.9__1.50041,346,[emim],[PF6],R23,347.9,1.50041,0.083,EMIM__PF6,train,train
[emim]__[PF6]__R23__348__1.99939,347,[emim],[PF6],R23,348.0,1.99939,0.116,EMIM__PF6,train,val
[emim]__[PFBS]__R32__303.15__0.0283,348,[emim],[PFBS],R32,303.15,0.0283,0.0244,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.053,349,[emim],[PFBS],R32,303.15,0.053,0.0478,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.093,350,[emim],[PFBS],R32,303.15,0.093,0.0737,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.1598,351,[emim],[PFBS],R32,303.15,0.1598,0.1246,EMIM__PFBS,val,train
[emim]__[PFBS]__R32__303.15__0.2071,352,[emim],[PFBS],R32,303.15,0.2071,0.1532,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.2709,353,[emim],[PFBS],R32,303.15,0.2709,0.1983,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.3246,354,[emim],[PFBS],R32,303.15,0.3246,0.2307,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.3733,355,[emim],[PFBS],R32,303.15,0.3733,0.2606,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.431,356,[emim],[PFBS],R32,303.15,0.431,0.291,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.447,357,[emim],[PFBS],R32,303.15,0.447,0.3,EMIM__PFBS,train,train
[emim]__[PFBS]__R32__303.15__0.5025,358,[emim],[PFBS],R32,303.15,0.5025,0.3276,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.0155,359,[emim],[PFBS],R134a,303.15,0.0155,0.0271,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.0498,360,[emim],[PFBS],R134a,303.15,0.0498,0.0547,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.0599,361,[emim],[PFBS],R134a,303.15,0.0599,0.0789,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.0968,362,[emim],[PFBS],R134a,303.15,0.0968,0.0967,EMIM__PFBS,val,train
[emim]__[PFBS]__R134a__303.15__0.1319,363,[emim],[PFBS],R134a,303.15,0.1319,0.154,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.1921,364,[emim],[PFBS],R134a,303.15,0.1921,0.2138,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.2221,365,[emim],[PFBS],R134a,303.15,0.2221,0.2479,EMIM__PFBS,train,val
[emim]__[PFBS]__R134a__303.15__0.2697,366,[emim],[PFBS],R134a,303.15,0.2697,0.2872,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.3134,367,[emim],[PFBS],R134a,303.15,0.3134,0.329,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.3509,368,[emim],[PFBS],R134a,303.15,0.3509,0.3588,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.4466,369,[emim],[PFBS],R134a,303.15,0.4466,0.4422,EMIM__PFBS,train,train
[emim]__[PFBS]__R134a__303.15__0.4928,370,[emim],[PFBS],R134a,303.15,0.4928,0.4791,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.0266,371,[emim],[PFBS],R125,303.15,0.0266,0.0284,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.063,372,[emim],[PFBS],R125,303.15,0.063,0.042,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.0907,373,[emim],[PFBS],R125,303.15,0.0907,0.0727,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.1576,374,[emim],[PFBS],R125,303.15,0.1576,0.111,EMIM__PFBS,val,train
[emim]__[PFBS]__R125__303.15__0.2241,375,[emim],[PFBS],R125,303.15,0.2241,0.1606,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.2715,376,[emim],[PFBS],R125,303.15,0.2715,0.1893,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.3532,377,[emim],[PFBS],R125,303.15,0.3532,0.2432,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.4345,378,[emim],[PFBS],R125,303.15,0.4345,0.2891,EMIM__PFBS,train,train
[emim]__[PFBS]__R125__303.15__0.4853,379,[emim],[PFBS],R125,303.15,0.4853,0.3188,EMIM__PFBS,train,val
[emim]__[PFBS]__R125__303.15__0.6084,380,[emim],[PFBS],R125,303.15,0.6084,0.3835,EMIM__PFBS,train,train
[emim]__[PFP]__R32__303.15__0.0402,381,[emim],[PFP],R32,303.15,0.0402,0.0315,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.0902,382,[emim],[PFP],R32,303.15,0.0902,0.0703,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.1536,383,[emim],[PFP],R32,303.15,0.1536,0.118,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.2307,384,[emim],[PFP],R32,303.15,0.2307,0.1669,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.3117,385,[emim],[PFP],R32,303.15,0.3117,0.2179,EMIM__PFP,val,train
[emim]__[PFP]__R32__303.15__0.3908,386,[emim],[PFP],R32,303.15,0.3908,0.268,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.444,387,[emim],[PFP],R32,303.15,0.444,0.2948,EMIM__PFP,train,train
[emim]__[PFP]__R32__303.15__0.5093,388,[emim],[PFP],R32,303.15,0.5093,0.3299,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.046,389,[emim],[PFP],R134a,303.15,0.046,0.0674,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.0852,390,[emim],[PFP],R134a,303.15,0.0852,0.1045,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.1498,391,[emim],[PFP],R134a,303.15,0.1498,0.1932,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.2079,392,[emim],[PFP],R134a,303.15,0.2079,0.2458,EMIM__PFP,train,val
[emim]__[PFP]__R134a__303.15__0.2548,393,[emim],[PFP],R134a,303.15,0.2548,0.302,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.3089,394,[emim],[PFP],R134a,303.15,0.3089,0.3477,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.3468,395,[emim],[PFP],R134a,303.15,0.3468,0.39,EMIM__PFP,train,val
[emim]__[PFP]__R134a__303.15__0.404,396,[emim],[PFP],R134a,303.15,0.404,0.4371,EMIM__PFP,val,train
[emim]__[PFP]__R134a__303.15__0.4493,397,[emim],[PFP],R134a,303.15,0.4493,0.4855,EMIM__PFP,train,train
[emim]__[PFP]__R134a__303.15__0.4994,398,[emim],[PFP],R134a,303.15,0.4994,0.5277,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.0245,399,[emim],[PFP],R125,303.15,0.0245,0.0266,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.0792,400,[emim],[PFP],R125,303.15,0.0792,0.0716,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.1503,401,[emim],[PFP],R125,303.15,0.1503,0.1447,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.2262,402,[emim],[PFP],R125,303.15,0.2262,0.1971,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.3126,403,[emim],[PFP],R125,303.15,0.3126,0.2676,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.4432,404,[emim],[PFP],R125,303.15,0.4432,0.3491,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.5087,405,[emim],[PFP],R125,303.15,0.5087,0.3942,EMIM__PFP,train,train
[emim]__[PFP]__R125__303.15__0.6173,406,[emim],[PFP],R125,303.15,0.6173,0.4548,EMIM__PFP,val,train
[emim]__[SCN]__R32__283.15__0.0719,407,[emim],[SCN],R32,283.15,0.0719,0.0248,EMIM__SCN,val,train
[emim]__[SCN]__R32__283.15__0.1752,408,[emim],[SCN],R32,283.15,0.1752,0.066,EMIM__SCN,train,val
[emim]__[SCN]__R32__283.15__0.3009,409,[emim],[SCN],R32,283.15,0.3009,0.1198,EMIM__SCN,train,train
[emim]__[SCN]__R32__283.15__0.4467,410,[emim],[SCN],R32,283.15,0.4467,0.1793,EMIM__SCN,train,train
[emim]__[SCN]__R32__283.15__0.5994,411,[emim],[SCN],R32,283.15,0.5994,0.2411,EMIM__SCN,train,train
[emim]__[SCN]__R32__293.15__0.073,412,[emim],[SCN],R32,293.15,0.073,0.0223,EMIM__SCN,train,train
[emim]__[SCN]__R32__293.15__0.1861,413,[emim],[SCN],R32,293.15,0.1861,0.0575,EMIM__SCN,train,train
[emim]__[SCN]__R32__293.15__0.313,414,[emim],[SCN],R32,293.15,0.313,0.0993,EMIM__SCN,train,train
[emim]__[SCN]__R32__293.15__0.4527,415,[emim],[SCN],R32,293.15,0.4527,0.1454,EMIM__SCN,train,val
[emim]__[SCN]__R32__293.15__0.6012,416,[emim],[SCN],R32,293.15,0.6012,0.1892,EMIM__SCN,train,train
[emim]__[SCN]__R32__303.15__0.0578,417,[emim],[SCN],R32,303.15,0.0578,0.013,EMIM__SCN,train,train
[emim]__[SCN]__R32__303.15__0.1353,418,[emim],[SCN],R32,303.15,0.1353,0.0325,EMIM__SCN,train,train
[emim]__[SCN]__R32__303.15__0.2303,419,[emim],[SCN],R32,303.15,0.2303,0.0557,EMIM__SCN,train,train
[emim]__[SCN]__R32__303.15__0.3392,420,[emim],[SCN],R32,303.15,0.3392,0.0831,EMIM__SCN,train,train
[emim]__[SCN]__R32__303.15__0.4589,421,[emim],[SCN],R32,303.15,0.4589,0.1123,EMIM__SCN,val,train
[emim]__[SCN]__R32__303.15__0.5976,422,[emim],[SCN],R32,303.15,0.5976,0.1445,EMIM__SCN,train,val
[emim]__[SCN]__R32__303.15__0.7396,423,[emim],[SCN],R32,303.15,0.7396,0.1783,EMIM__SCN,train,train
[emim]__[SCN]__R32__313.15__0.0726,424,[emim],[SCN],R32,313.15,0.0726,0.015,EMIM__SCN,train,train
[emim]__[SCN]__R32__313.15__0.1876,425,[emim],[SCN],R32,313.15,0.1876,0.0374,EMIM__SCN,train,train
[emim]__[SCN]__R32__313.15__0.3231,426,[emim],[SCN],R32,313.15,0.3231,0.0645,EMIM__SCN,train,train
[emim]__[SCN]__R32__313.15__0.4722,427,[emim],[SCN],R32,313.15,0.4722,0.0937,EMIM__SCN,train,train
[emim]__[SCN]__R32__313.15__0.6322,428,[emim],[SCN],R32,313.15,0.6322,0.1225,EMIM__SCN,train,train
[emim]__[SCN]__R134a__283.15__0.0683,429,[emim],[SCN],R134a,283.15,0.0683,0.0174,EMIM__SCN,train,train
[emim]__[SCN]__R134a__283.15__0.143,430,[emim],[SCN],R134a,283.15,0.143,0.0399,EMIM__SCN,train,train
[emim]__[SCN]__R134a__283.15__0.2237,431,[emim],[SCN],R134a,283.15,0.2237,0.0653,EMIM__SCN,train,train
[emim]__[SCN]__R134a__283.15__0.3218,432,[emim],[SCN],R134a,283.15,0.3218,0.0964,EMIM__SCN,val,train
[emim]__[SCN]__R134a__283.15__0.4072,433,[emim],[SCN],R134a,283.15,0.4072,0.1276,EMIM__SCN,train,train
