sample_id,dataset,split,mode,cation,anion,species,species_type,refrigerant,T_K,P_MPa,true_x1,pred_mu,pred_sigma,abs_error
[emim]__[PFBS]__R125__303.15__0.3532,Split_B,B1,M0,emim,PFBS,PFBS,anion,R125,303.15,0.3532,0.2432000041007995,0.22202271521091457,0.01323017530170417,0.021177288889884932
[emim]__[PFBS]__R125__303.15__0.4345,Split_B,B1,M0,emim,PFBS,PFBS,anion,R125,303.15,0.4345,0.2890999913215637,0.2597111344337463,0.016492279161566408,0.029388856887817394
[emim]__[PFBS]__R125__303.15__0.4853,Split_B,B1,M0,emim,PFBS,PFBS,anion,R125,303.15,0.4853,0.3188000023365021,0.2808091759681701,0.017939252932066108,0.037990826368331954
[emim]__[PFBS]__R125__303.15__0.6084,Split_B,B1,M0,emim,PFBS,PFBS,anion,R125,303.15,0.6084,0.3835000097751617,0.33306685090065,0.021206623877409802,0.05043315887451166
[emim]__[TFES]__R32__298.15__0.0099,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.15,0.0099,0.006000000052154,0.015027526393532678,0.006056781794764584,0.009027526341378678
[emim]__[TFES]__R32__298.05__0.0991,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.0991,0.0540000014007091,0.06547698527574533,0.007303806442878363,0.011476983875036234
[emim]__[TFES]__R32__298.05__0.2484,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.2484,0.1330000013113021,0.1757815927267074,0.004664795278301215,0.0427815914154053
[emim]__[TFES]__R32__298.05__0.3995,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.3995,0.2090000063180923,0.2805043935775757,0.003060041542825149,0.07150438725948338
[emim]__[TFES]__R32__298.05__0.5496,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.5496,0.2790000140666961,0.3732346534729004,0.008025443350903173,0.0942346394062043
[emim]__[TFES]__R32__298.05__0.7022,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.7022,0.3479999899864197,0.4590511381626129,0.012820333395824097,0.11105114817619322
[emim]__[TFES]__R32__298.05__0.8483,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,0.8483,0.4129999876022339,0.5265190243721009,0.014951169936151828,0.11351903676986697
[emim]__[TFES]__R32__298.05__1.0016,Split_B,B1,M0,emim,TFES,TFES,anion,R32,298.05,1.0016,0.4769999980926513,0.5786275148391724,0.01614136613735489,0.1016275167465211
[bmim]__[FS]__R32__298.15__0.01,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.01,0.0089999996125698,0.02478971071541306,0.0063981962082358245,0.01578971110284326
[bmim]__[FS]__R32__298.15__0.0997,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.0997,0.0920000001788139,0.08747637122869487,0.004444647225182144,0.004523628950119041
[bmim]__[FS]__R32__298.15__0.2501,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.2501,0.2140000015497207,0.23597640097141262,0.007162724594133399,0.02197639942169191
[bmim]__[FS]__R32__298.15__0.4004,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.4004,0.3190000057220459,0.3599970579147339,0.01061228166955091,0.04099705219268801
[bmim]__[FS]__R32__298.15__0.55,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.55,0.4149999916553497,0.4586865961551666,0.014633718365111667,0.04368660449981693
[bmim]__[FS]__R32__298.15__0.6996,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.6996,0.4970000088214874,0.5428037881851197,0.018914530661713107,0.045803779363632224
[bmim]__[FS]__R32__298.15__0.8494,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,0.8494,0.5709999799728394,0.606377387046814,0.02163573028648245,0.03537740707397463
[bmim]__[FS]__R32__298.15__1.0005,Split_B,B1,M0,bmim,FS,FS,anion,R32,298.15,1.0005,0.6380000114440918,0.6559672117233276,0.021489945584747174,0.017967200279235818
[bmim]__[HFPS]__R32__298.15__0.0095,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.0095,0.0099999997764825,0.02279583513736718,0.004617287246284291,0.01279583536088468
[bmim]__[HFPS]__R32__298.15__0.1,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.1,0.1040000021457672,0.08088993132114404,0.0038884748464439677,0.023110070824623158
[bmim]__[HFPS]__R32__298.15__0.2498,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.2498,0.2419999986886978,0.21550394296646114,0.007014568300666572,0.02649605572223665
[bmim]__[HFPS]__R32__298.15__0.3995,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.3995,0.3499999940395355,0.33456634283065795,0.0059085352764206775,0.015433651208877575
[bmim]__[HFPS]__R32__298.15__0.5495,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.5495,0.4460000097751617,0.4331297278404236,0.009444946770333945,0.012870281934738104
[bmim]__[HFPS]__R32__298.15__0.6998,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.6998,0.5270000100135803,0.5164182782173157,0.013809135332287949,0.010581731796264648
[bmim]__[HFPS]__R32__298.15__0.8494,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,0.8494,0.6039999723434448,0.580069899559021,0.015523579021007448,0.023930072784423828
[bmim]__[HFPS]__R32__298.15__1.0004,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R32,298.15,1.0004,0.6700000166893005,0.6270797848701477,0.01480335908793669,0.04292023181915283
[bmim]__[HFPS]__R134a__283.1__0.0099,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.1,0.0099,0.0149999996647238,0.05866663530468939,0.008480945769733397,0.04366663563996559
[bmim]__[HFPS]__R134a__283.1__0.0502,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.1,0.0502,0.0820000022649765,0.10720446407794945,0.010290399914169072,0.02520446181297295
[bmim]__[HFPS]__R134a__283.1__0.1,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.1,0.1,0.1710000038146972,0.18740151226520535,0.015539760455345863,0.01640150845050814
[bmim]__[HFPS]__R134a__283.15__0.15,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.15,0.15,0.2639999985694885,0.28154054284095764,0.021633310045441837,0.017540544271469116
[bmim]__[HFPS]__R134a__283.1__0.2001,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.1,0.2001,0.3499999940395355,0.3755459368228912,0.027201781481091935,0.025545942783355702
[bmim]__[HFPS]__R134a__283.15__0.25,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.15,0.25,0.4469999969005584,0.4535419881343842,0.028104402700442403,0.006541991233825761
[bmim]__[HFPS]__R134a__283.15__0.3002,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.15,0.3002,0.550000011920929,0.5145627498626709,0.02647181623153622,0.035437262058258034
[bmim]__[HFPS]__R134a__283.2__0.3506,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,283.2,0.3506,0.6769999861717224,0.5602276563644409,0.024762594450402325,0.11677232980728147
[bmim]__[HFPS]__R134a__298__0.0101,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.0,0.0101,0.0099999997764825,0.031167403608560518,0.011804697226989763,0.02116740383207802
[bmim]__[HFPS]__R134a__298.1__0.0501,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.1,0.0501,0.0549999997019767,0.059497142583131754,0.011496524401402176,0.004497142881155054
[bmim]__[HFPS]__R134a__298.1__0.1,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.1,0.1,0.1089999973773956,0.10778976231813427,0.012795634451879237,0.001210235059261336
[bmim]__[HFPS]__R134a__298.05__0.1499,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.05,0.1499,0.163000002503395,0.1682933241128921,0.016378778646224827,0.005293321609497109
[bmim]__[HFPS]__R134a__298.1__0.1994,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.1,0.1994,0.2189999967813491,0.23664937317371365,0.017215606093388784,0.017649376392364552
[bmim]__[HFPS]__R134a__298.15__0.2504,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.15,0.2504,0.2689999938011169,0.3094048798084259,0.018333048508839395,0.040404886007309015
[bmim]__[HFPS]__R134a__298.1__0.3,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.1,0.3,0.3210000097751617,0.37025280594825744,0.01582961573814223,0.04925279617309575
[bmim]__[HFPS]__R134a__298__0.3504,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,298.0,0.3504,0.3740000128746032,0.41853938698768617,0.013347001800877938,0.04453937411308295
[bmim]__[HFPS]__R134a__323.15__0.0101,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.0101,0.006000000052154,0.01542267240583892,0.009015023679170026,0.00942267235368492
[bmim]__[HFPS]__R134a__323.15__0.05,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.05,0.0289999991655349,0.03189249262213702,0.012029968064666378,0.0028924934566021167
[bmim]__[HFPS]__R134a__323.15__0.1,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.1,0.0579999983310699,0.05828085243701932,0.012540768913380901,0.0002808541059494199
[bmim]__[HFPS]__R134a__323.1__0.15,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.1,0.15,0.0879999995231628,0.08785428702831266,0.014549769865023482,0.00014571249485013926
[bmim]__[HFPS]__R134a__323.15__0.1993,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.1993,0.1169999986886978,0.1178419321775436,0.015384176818124554,0.0008419334888458002
[bmim]__[HFPS]__R134a__323.15__0.2504,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.2504,0.1449999958276748,0.15336574316024779,0.015170995927873434,0.008365747332572976
[bmim]__[HFPS]__R134a__323.15__0.3004,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.3004,0.1720000058412552,0.18846186399459836,0.012268131290844942,0.016461858153343167
[bmim]__[HFPS]__R134a__323.15__0.3502,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,323.15,0.3502,0.1979999989271164,0.2193891435861587,0.010236503188333891,0.02138914465904232
[bmim]__[HFPS]__R134a__348.05__0.0099,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.05,0.0099,0.003000000026077,0.00624964572489256,0.0036476671559001585,0.00324964569881556
[bmim]__[HFPS]__R134a__348.05__0.0501,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.05,0.0501,0.0170000009238719,0.018858513608574844,0.007001836483183764,0.0018585126847029433
[bmim]__[HFPS]__R134a__348.1__0.1,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.1,0.1,0.0350000001490116,0.035819312185048996,0.008181070112372417,0.0008193120360373979
[bmim]__[HFPS]__R134a__348.1__0.1499,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.1,0.1499,0.0529999993741512,0.05188888162374492,0.00893389565746876,0.0011111177504062805
[bmim]__[HFPS]__R134a__348.05__0.2,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.05,0.2,0.0700000002980232,0.0667172290384769,0.00913434906101854,0.003282771259546291
[bmim]__[HFPS]__R134a__348.05__0.2495,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.05,0.2495,0.0869999974966049,0.08311423361301418,0.008390795648717255,0.0038857638835907288
[bmim]__[HFPS]__R134a__348.05__0.3001,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.05,0.3001,0.1030000001192092,0.10245232582092281,0.006452415404239143,0.0005476742982863936
[bmim]__[HFPS]__R134a__348.1__0.3494,Split_B,B1,M0,bmim,HFPS,HFPS,anion,R134A,348.1,0.3494,0.1199999973177909,0.12115425169467922,0.005126641314006069,0.0011542543768883196
[bmim]__[OTf]__R32__273.19__0.104,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.19,0.104,0.1400000005960464,0.14435198605060576,0.0074687539121005295,0.004351985454559365
[bmim]__[OTf]__R32__273.15__0.195,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.15,0.195,0.2430000007152557,0.2719924509525299,0.009484494577669688,0.028992450237274175
[bmim]__[OTf]__R32__273.19__0.303,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.19,0.303,0.3580000102519989,0.409084153175354,0.006873601921238908,0.051084142923355114
[bmim]__[OTf]__R32__273.13__0.412,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.13,0.412,0.4650000035762787,0.5116147756576538,0.008811689336351724,0.0466147720813751
[bmim]__[OTf]__R32__273.17__0.5,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.17,0.5,0.546999990940094,0.573599910736084,0.012075282608908304,0.026599919795989968
[bmim]__[OTf]__R32__273.17__0.593,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.17,0.593,0.6389999985694885,0.6277277588844299,0.01605684640596918,0.011272239685058638
[bmim]__[OTf]__R32__273.14__0.636,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,273.14,0.636,0.6830000281333923,0.6497386336326599,0.017519541119649026,0.0332613945007324
[bmim]__[OTf]__R32__298.12__0.098,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.12,0.098,0.0689999982714653,0.06715866029262538,0.0038831527322917368,0.0018413379788399242
[bmim]__[OTf]__R32__298.16__0.2,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.16,0.2,0.1389999985694885,0.14102697372436518,0.002742341530006574,0.0020269751548766812
[bmim]__[OTf]__R32__298.12__0.301,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.12,0.301,0.2000000029802322,0.21420469284057614,0.003509288329871507,0.014204689860343928
[bmim]__[OTf]__R32__298.14__0.4,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.14,0.4,0.2639999985694885,0.27920339703559877,0.005154620248375881,0.01520339846611024
[bmim]__[OTf]__R32__298.16__0.53,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.16,0.53,0.3330000042915344,0.356429386138916,0.007792427265725359,0.02342938184738158
[bmim]__[OTf]__R32__298.19__0.623,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.19,0.623,0.3840000033378601,0.40790264010429383,0.009197923829941354,0.023902636766433727
[bmim]__[OTf]__R32__298.15__0.723,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.15,0.723,0.4339999854564667,0.45913217663764955,0.011136528037920885,0.025132191181182872
[bmim]__[OTf]__R32__298.17__0.83,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.17,0.83,0.4839999973773956,0.5045432031154633,0.012801035691428465,0.020543205738067727
[bmim]__[OTf]__R32__298.13__0.902,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,298.13,0.902,0.5210000276565552,0.5300347328186035,0.013741076458059274,0.009034705162048295
[bmim]__[OTf]__R32__323.22__0.101,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,323.22,0.101,0.0469999983906745,0.04946232661604878,0.004225851203296341,0.0024623282253742815
[bmim]__[OTf]__R32__323.16__0.205,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,323.16,0.205,0.0829999968409538,0.09079203009605402,0.0034700676208113622,0.0077920332551002225
[bmim]__[OTf]__R32__323.13__0.299,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,323.13,0.299,0.1169999986886978,0.13051950633525847,0.0035719128700438542,0.013519507646560666
[bmim]__[OTf]__R32__323.12__0.4,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,323.12,0.4,0.1500000059604644,0.1689381122589111,0.0030649084629095625,0.018938106298446694
[bmim]__[OTf]__R32__323.15__0.507,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,323.15,0.507,0.1909999996423721,0.20660311877727508,0.006052028094825356,0.015603119134902976
[bmim]__[OTf]__R32__348.12__0.103,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,348.12,0.103,0.032999999821186,0.03846082463860504,0.00369148975304791,0.005460824817419038
[bmim]__[OTf]__R32__348.2__0.201,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,348.2,0.201,0.0649999976158142,0.06595226228237147,0.003470089372497461,0.0009522646665572759
[bmim]__[OTf]__R32__348.23__0.299,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,348.23,0.299,0.0900000035762786,0.09064533859491342,0.0039559166091423115,0.0006453350186348128
[bmim]__[OTf]__R32__348.24__0.403,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,348.24,0.403,0.1140000000596046,0.1186292767524719,0.004738401303427032,0.004629276692867293
[bmim]__[OTf]__R32__348.15__0.5,Split_B,B1,M0,bmim,OTf,OTF,anion,R32,348.15,0.5,0.1369999945163726,0.1428529232740402,0.0056947695756418585,0.0058529287576676026
[bmim]__[OTf]__R152a__273.22__0.056,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,273.22,0.056,0.0949999988079071,0.22894327640533446,0.012125406507019126,0.13394327759742736
[bmim]__[OTf]__R152a__273.23__0.097,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,273.23,0.097,0.1840000003576278,0.3072608053684235,0.01553236123901661,0.12326080501079567
[bmim]__[OTf]__R152a__273.24__0.144,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,273.24,0.144,0.3019999861717224,0.39980524182319643,0.019205313434222073,0.09780525565147402
[bmim]__[OTf]__R152a__273.24__0.191,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,273.24,0.191,0.4090000092983246,0.4870671510696411,0.02068088161065844,0.07806714177131652
[bmim]__[OTf]__R152a__298.14__0.117,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,298.14,0.117,0.1209999993443489,0.1485256195068359,0.0057857680599277,0.02752562016248701
[bmim]__[OTf]__R152a__298.13__0.218,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,298.13,0.218,0.2220000028610229,0.2837747514247894,0.004134742080475547,0.061774748563766524
[bmim]__[OTf]__R152a__298.18__0.29,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,298.18,0.29,0.3059999942779541,0.37957308888435365,0.006362664469886192,0.07357309460639955
[bmim]__[OTf]__R152a__298.16__0.371,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,298.16,0.371,0.3860000073909759,0.4601767659187317,0.008351663632826477,0.07417675852775579
[bmim]__[OTf]__R152a__298.16__0.46,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,298.16,0.46,0.4959999918937683,0.5257928490638732,0.013127611981546454,0.029792857170104936
[bmim]__[OTf]__R152a__323.15__0.105,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.15,0.105,0.0780000016093254,0.06821102946996685,0.0037632204291344427,0.009788972139358545
[bmim]__[OTf]__R152a__323.15__0.248,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.15,0.248,0.181999996304512,0.15331593453884124,0.005489977311297702,0.02868406176567076
[bmim]__[OTf]__R152a__323.15__0.421,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.15,0.421,0.3050000071525574,0.2723762631416321,0.0059653407803685506,0.03262374401092527
[bmim]__[OTf]__R152a__323.15__0.5,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.15,0.5,0.3499999940395355,0.31504744291305536,0.007547041545521819,0.03495255112648016
[bmim]__[OTf]__R152a__323.16__0.619,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.16,0.619,0.4259999990463257,0.36762897372245784,0.007960151254198555,0.05837102532386784
[bmim]__[OTf]__R152a__323.15__0.734,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.15,0.734,0.4939999878406524,0.4074757516384125,0.004772114529863657,0.08652423620223992
[bmim]__[OTf]__R152a__323.16__0.813,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,323.16,0.813,0.5360000133514404,0.4310850739479065,0.0031419942719598266,0.10491493940353391
[bmim]__[OTf]__R152a__348.13__0.107,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.13,0.107,0.0599999986588954,0.0479153245687484,0.003285508937548763,0.012084674090147005
[bmim]__[OTf]__R152a__348.15__0.223,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.15,0.223,0.1230000033974647,0.08508944958448408,0.003990911895921132,0.03791055381298061
[bmim]__[OTf]__R152a__348.15__0.313,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.15,0.313,0.1780000030994415,0.11765471547842021,0.006268708560736745,0.06034528762102129
[bmim]__[OTf]__R152a__348.15__0.414,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.15,0.414,0.2300000041723251,0.15537278950214378,0.012152357472413456,0.07462721467018132
[bmim]__[OTf]__R152a__348.18__0.513,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.18,0.513,0.2910000085830688,0.19274704456329342,0.015537077630437547,0.09825296401977537
[bmim]__[OTf]__R152a__348.12__0.641,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.12,0.641,0.3519999980926513,0.23698251545429222,0.01684088194229014,0.11501748263835909
[bmim]__[OTf]__R152a__348.13__0.743,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.13,0.743,0.3989999890327453,0.26812670230865476,0.014479738480864647,0.13087328672409054
[bmim]__[OTf]__R152a__348.13__0.879,Split_B,B1,M0,bmim,OTf,OTF,anion,R152A,348.13,0.879,0.4699999988079071,0.30292800068855286,0.009134168360340712,0.16707199811935425
[bmim]__[TFES]__R32__298.15__0.0097,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.0097,0.0070000002160668,0.02092166617512698,0.004089509009362646,0.013921665959060182
[bmim]__[TFES]__R32__298.15__0.0999,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.0999,0.0719999969005584,0.07475353628396982,0.0038257931237768157,0.002753539383411413
[bmim]__[TFES]__R32__298.15__0.25,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.25,0.1720000058412552,0.1959385812282562,0.004533188605033326,0.023938575387001004
[bmim]__[TFES]__R32__298.15__0.3972,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.3972,0.2630000114440918,0.30441019535064695,0.004664733073615854,0.041410183906555154
[bmim]__[TFES]__R32__298.15__0.5484,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.5484,0.3449999988079071,0.3995081841945648,0.0074280592606273356,0.05450818538665769
[bmim]__[TFES]__R32__298.15__0.6995,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.6995,0.4199999868869781,0.4809078574180603,0.010492060070548648,0.06090787053108221
[bmim]__[TFES]__R32__298.15__0.8481,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.8481,0.4900000095367431,0.5433553814888,0.012403814244438848,0.05335537195205692
[bmim]__[TFES]__R32__298.15__0.9989,Split_B,B1,M0,bmim,TFES,TFES,anion,R32,298.15,0.9989,0.5559999942779541,0.5891032218933105,0.013188814149487608,0.033103227615356445
[bmim]__[TPES]__R32__298.15__0.0095,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.0095,0.0099999997764825,0.02449964173138134,0.006407727195236724,0.01449964195489884
[bmim]__[TPES]__R32__298.15__0.1001,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.1001,0.1019999980926513,0.08781624138355248,0.0044468422850351,0.014183756709098813
[bmim]__[TPES]__R32__298.15__0.2496,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.2496,0.2370000034570694,0.2354865968227386,0.007179023819309028,0.001513406634330805
[bmim]__[TPES]__R32__298.15__0.3995,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.3995,0.3479999899864197,0.3593470335006714,0.010589332038096685,0.011347043514251698
[bmim]__[TPES]__R32__298.15__0.5494,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.5494,0.4449999928474426,0.4583138465881348,0.014623848538013228,0.013313853740692161
[bmim]__[TPES]__R32__298.15__0.6994,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.6994,0.5289999842643738,0.5427067160606385,0.018909712266770205,0.013706731796264693
[bmim]__[TPES]__R32__298.15__0.8495,Split_B,B1,M0,bmim,TPES,TPES,anion,R32,298.15,0.8495,0.6050000190734863,0.6064144134521484,0.021637364148582014,0.0014143943786620872
